pairname,pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,total
53,0.4-0.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
54,0.4-1.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
55,0.5-0.0,0.0875,0.8125,0.5875,0.1875,0.3250,0.3000,0.4250,0.2500,0.5875,0.6375,0.6875,0.5875,0.8750,0.6250,1.0750,1.2000,0.9375,0.6875,0.5125,0.1625,11.5500
56,0.5-0.1,0.0769,0.5000,0.6538,0.1923,0.5000,0.3462,0.4615,0.1538,0.5385,0.5000,0.4231,0.5769,0.6923,0.5769,1.0385,0.9231,0.5385,0.4615,0.1923,0.0385,9.3846
57,0.5-0.2,0.0000,0.7500,0.5000,0.1250,0.1250,0.1250,0.2500,0.3750,0.3750,0.7500,0.7500,0.8750,0.7500,0.2500,0.8750,1.3750,0.7500,0.7500,0.7500,0.2500,10.7500
58,0.5-0.3,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.5000,1.0000,0.8333,0.3333,0.3333,0.3333,0.6667,0.5000,0.3333,0.5000,0.0000,0.0000,6.3333
59,0.5-0.4,0.2500,0.5000,0.5000,0.2500,0.0000,0.2500,0.2500,0.0000,0.5000,0.2500,1.0000,0.2500,1.0000,0.5000,1.0000,1.5000,0.7500,0.2500,0.0000,0.2500,9.2500
60,0.5-0.5,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.5000,1.0000,0.0000,0.0000,0.0000,3.0000
61,0.5-0.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
62,0.5-0.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
63,0.5-0.8,0.0000,0.5000,1.0000,0.5000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.0000,0.5000,1.0000,1.0000,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,13.5000
64,0.5-0.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
