,idx,source,target,total_freq,2008-01-01,2008-01-15,2008-01-29,2008-02-12,2008-02-26,2008-03-11,2008-03-25,2008-04-08,2008-04-22,2008-05-06,2008-05-20,2008-06-03,2008-06-17,2008-07-01,2008-07-15,2008-07-29,2008-08-12,2008-08-26,2008-09-09,2008-09-23,2008-10-07,2008-10-21,2008-11-04,2008-11-18,2008-12-02,2008-12-16,2008-12-30,2009-01-13,2009-01-27,2009-02-10,2009-02-24,2009-03-10,2009-03-24,2009-04-07,2009-04-21,2009-05-05,2009-05-19,2009-06-02,2009-06-16
432,432,60.0,67.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
433,433,55.0,12.0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,76,150,248,296,400,432,456,482,506,532,560,562,562,562,562,562,562
434,434,69.0,9.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
435,435,29.0,77.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,16,18,18,28,30,32,64,70,70,70,70,70,70,70,70,70,70,70
436,436,44.0,43.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
437,437,51.0,55.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,16,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22
438,438,5.0,65.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
439,439,63.0,11.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6
440,440,44.0,65.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
441,441,50.0,44.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
442,442,77.0,36.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
443,443,21.0,4.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,9,12,15,24,24,24,27,27,39,42,42
444,444,77.0,62.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
445,445,1.0,61.0,2954,0,0,0,0,0,0,0,0,0,6,6,6,6,12,18,30,30,30,30,30,158,552,855,891,937,1118,1231,1333,1411,1464,1550,1597,1617,1651,1671,1700,1721,1721,1721
